cid,mw,formula,smiles,homo,lumo,gap,homo_2d,lumo_2d,gap_2d,homo_3d,lumo_3d,gap_3d,homo_hybrid,lumo_hybrid,gap_hybrid,homo_moe,lumo_moe,gap_moe,homo_2d_err,homo_2d_abs,lumo_2d_err,lumo_2d_abs,gap_2d_err,gap_2d_abs,2d_avg_abs,2d_max_abs,2d_gap_consistency_abs,homo_3d_err,homo_3d_abs,lumo_3d_err,lumo_3d_abs,gap_3d_err,gap_3d_abs,3d_avg_abs,3d_max_abs,3d_gap_consistency_abs,homo_hybrid_err,homo_hybrid_abs,lumo_hybrid_err,lumo_hybrid_abs,gap_hybrid_err,gap_hybrid_abs,hybrid_avg_abs,hybrid_max_abs,hybrid_gap_consistency_abs,homo_moe_err,homo_moe_abs,lumo_moe_err,lumo_moe_abs,gap_moe_err,gap_moe_abs,moe_avg_abs,moe_max_abs,moe_gap_consistency_abs,best_model,best_avg_abs,hybrid_minus_best_abs,hybrid_minus_2d_abs,hybrid_minus_3d_abs,valid_rdkit,rdkit_mw,heavy_atoms,fragments,elements,hetero_atoms,rotatable_bonds,ring_count,aromatic_rings,conjugated_bonds,frac_csp3,tpsa,formal_charge,scaffold,flags
55542072,447.4287096,C18H20F3N3O5S,CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)CNC2=CC(=CC=C2)OC(F)(F)F)OC,-5.167442020995001,-1.586423748415,3.5810182725800006,-5.8053036,-0.9772496,4.8266706,-5.806391,-1.0269291,4.7899823,-5.8022194,-1.0055449,4.798376,-5.8019075,-1.0024004,4.8005753,-0.6378615790049995,0.6378615790049995,0.6091741484149998,0.6091741484149998,1.2456523274199993,1.2456523274199993,0.8308960182799995,1.2456523274199993,0.0013833999999999236,-0.6389489790049989,0.6389489790049989,0.5594946484149999,0.5594946484149999,1.2089640274199995,1.2089640274199995,0.8024692182799994,1.2089640274199995,0.010520400000000762,-0.6347773790049995,0.6347773790049995,0.5808788484149998,0.5808788484149998,1.2173577274199996,1.2173577274199996,0.811004651613333,1.2173577274199996,0.0017015000000002445,-0.6344654790049997,0.6344654790049997,0.5840233484149999,0.5840233484149999,1.2195570274199996,1.2195570274199996,0.8126819516133331,1.2195570274199996,0.0010681999999997416,3d,0.8024692182799994,0.00853543333333362,-0.019891366666666466,0.00853543333333362,True,447.4350000000001,30,1,CFNOS,12,8,2,2,18,0.2777777777777778,96.97000000000001,0,O=C(CNc1ccccc1)Nc1ccccc1,flexible; large_conjugated; all_models_hard
52916722,279.3746,C16H25NO3,CC1(O[C@@H]2CC(C[C@@H]2O1)/C=C/C(=O)N3CCCCC3)C,-6.168820990835,0.2394601884399998,6.408281179275,-6.2004824,-0.6451358,5.554253,-6.1857443,-0.41807342,5.7733746,-6.1907134,-0.6067908,5.5850015,-6.1833744,-0.6015629,5.581351,-0.031661409165000265,0.031661409165000265,-0.8845959884399999,0.8845959884399999,-0.8540281792749997,0.8540281792749997,0.5900951922933333,0.8845959884399999,0.0010935999999999169,-0.016923309164999623,0.016923309164999623,-0.6575336084399998,0.6575336084399998,-0.6349065792749995,0.6349065792749995,0.4364544989599996,0.6575336084399998,0.005703720000000523,-0.021892409164999904,0.021892409164999904,-0.8462509884399998,0.8462509884399998,-0.8232796792750001,0.8232796792750001,0.5638076922933333,0.8462509884399998,0.0010788999999995497,-0.01455340916499992,0.01455340916499992,-0.8410230884399998,0.8410230884399998,-0.8269301792750001,0.8269301792750001,0.5608355589599999,0.8410230884399998,0.0004604999999999748,3d,0.4364544989599996,0.12735319333333367,-0.02628750000000002,0.12735319333333367,True,279.38,20,1,CNO,4,2,3,0,4,0.8125,38.77,0,O=C(C=CC1CC2OCOC2C1)N1CCCCC1,wide_gap; fusion_not_best; all_models_hard
64883461,256.34126,C13H24N2O3,CCC1(C(=O)N(C(CC(=O)N1)C)CCOC)CC,-6.092629112695,-0.5279008699699999,5.564728242725,-6.252208,0.13972375,6.3879113,-6.220175,0.2043379,6.4254045,-6.2445493,0.15560928,6.398618,-6.2322836,0.15132791,6.384685,-0.1595788873050008,0.1595788873050008,0.6676246199699999,0.6676246199699999,0.8231830572750001,0.8231830572750001,0.5501288548500002,0.8231830572750001,0.004020450000000508,-0.1275458873050006,0.1275458873050006,0.7322387699699998,0.7322387699699998,0.8606762572750002,0.8606762572750002,0.5734869715166669,0.8606762572750002,0.0008916000000001034,-0.15192018730500045,0.15192018730500045,0.6835101499699998,0.6835101499699998,0.8338897572750001,0.8338897572750001,0.5564400315166668,0.8338897572750001,0.0015405800000003467,-0.13965448730500007,0.13965448730500007,0.6792287799699999,0.6792287799699999,0.8199567572750004,0.8199567572750004,0.5462800081833334,0.8199567572750004,0.0010734900000004544,moe,0.5462800081833334,0.010160023333333323,0.006311176666666585,-0.017046940000000177,True,256.34599999999995,18,1,CNO,5,5,1,0,4,0.8461538461538461,58.64,0,O=C1CCNC(=O)CN1,wide_gap; all_models_hard
91998141,609.7561,C31H35N3O6S2,CCN(CC)C1=CC=C(C=C1)C(=C2C=C(C(=[NH2+])C3=C2C=C(C=C3)S(=O)(=O)O)S(=O)(=O)[O-])C4=CC=C(C=C4)N(CC)CC,-5.30077780774,-2.511610840115,2.7891669676250004,-4.9899406,-3.0788367,1.9078728,-5.0142846,-2.866339,2.149435,-4.9629703,-3.0020165,1.9588244,-4.9414363,-3.0048795,1.9371601,0.31083720774000057,0.31083720774000057,-0.5672258598850002,0.5672258598850002,-0.8812941676250003,0.8812941676250003,0.5864524117500004,0.8812941676250003,0.003231099999999598,0.2864932077400004,0.2864932077400004,-0.35472815988500006,0.35472815988500006,-0.6397319676250004,0.6397319676250004,0.4269844450833336,0.6397319676250004,0.001489400000000085,0.33780750774,0.33780750774,-0.49040565988499996,0.49040565988499996,-0.8303425676250005,0.8303425676250005,0.5528519117500001,0.8303425676250005,0.002129400000000503,0.35934150773999995,0.35934150773999995,-0.493268659885,0.493268659885,-0.8520068676250003,0.8520068676250003,0.5682056784166668,0.8520068676250003,0.0006032999999996402,3d,0.4269844450833336,0.12586746666666654,-0.033600500000000255,0.12586746666666654,True,609.77,42,1,CNOS,11,10,4,3,29,0.25806451612903225,143.64000000000001,0,[NH2+]=C1C=CC(=C(c2ccccc2)c2ccccc2)c2ccccc21,narrow_gap; flexible; large_conjugated; fusion_not_best; all_models_hard
21614768,257.7564,C13H20ClNO2,C1=CC=C(C=C1)CCCCNCCC(=O)O.Cl,-6.77019260044,-0.3129309280749996,6.457261672365,-6.0356,-0.5225012,5.511841,-6.256213,-0.37863514,5.8866086,-6.130276,-0.4983302,5.6296825,-6.1280975,-0.47361526,5.645552,0.7345926004400001,0.7345926004400001,-0.20957027192500038,0.20957027192500038,-0.9454206723649996,0.9454206723649996,0.6298611815766667,0.9454206723649996,0.0012577999999994205,0.5139796004399999,0.5139796004399999,-0.06570421192500037,0.06570421192500037,-0.5706530723650003,0.5706530723650003,0.38344562824333356,0.5706530723650003,0.009030740000000037,0.6399166004399994,0.6399166004399994,-0.1853992719250004,0.1853992719250004,-0.8275791723649997,0.8275791723649997,0.5509650149099998,0.8275791723649997,0.002263300000000079,0.6420951004399997,0.6420951004399997,-0.16068433192500037,0.16068433192500037,-0.8117096723649997,0.8117096723649997,0.53816303491,0.8117096723649997,0.008930239999999756,3d,0.38344562824333356,0.16751938666666627,-0.07889616666666688,0.16751938666666627,True,257.7609999999999,17,2,CClNO,4,8,1,1,8,0.46153846153846156,49.33,0,c1ccccc1,multi_fragment/salt; wide_gap; flexible; chlorinated; fusion_not_best; all_models_hard
9857128,288.2043328,C10H8F4N6,C1=CC(=C(C=C1N=NC2C(=NN=C2N)N)C(F)(F)F)F,-5.123903804915,-2.48712059357,2.636783211345,-5.71267,-2.2701607,3.4430375,-5.7738047,-2.3654444,3.3993165,-5.6502905,-2.2259564,3.4152958,-5.700669,-2.2290125,3.463544,-0.5887661950850003,0.5887661950850003,0.2169598935699999,0.2169598935699999,0.8062542886549999,0.8062542886549999,0.5373267924366667,0.8062542886549999,0.0005281999999997566,-0.6499008950850005,0.6499008950850005,0.12167619356999992,0.12167619356999992,0.7625332886549998,0.7625332886549998,0.5113701257700001,0.7625332886549998,0.009043800000000601,-0.5263866950849998,0.5263866950849998,0.26116419357,0.26116419357,0.778512588655,0.778512588655,0.5220211591033332,0.778512588655,0.009038299999999833,-0.5767651950850006,0.5767651950850006,0.25810809356999975,0.25810809356999975,0.8267607886550001,0.8267607886550001,0.5538780257700001,0.8267607886550001,0.008112500000000189,3d,0.5113701257700001,0.01065103333333317,-0.015305633333333457,0.01065103333333317,True,288.20799999999997,20,1,CFN,10,2,2,1,13,0.2,101.47999999999999,0,C1=NN=CC1N=Nc1ccccc1,narrow_gap; all_models_hard
89495903,863.21952,C42H78N4O10S2,CC(C)(C)OC(=O)NC(CSSCC(C(=O)NCCCCCCCCCCCC(=O)OC)NC(=O)OC(C)(C)C)C(=O)NCCCCCCCCCCCC(=O)OC,-5.210980237075,-0.2367390499350001,4.97424118714,-5.933635,-0.5152136,5.4161487,-6.152424,-0.33550084,5.825981,-5.989323,-0.43194386,5.5533504,-5.9982853,-0.4685923,5.52055,-0.722654762925,0.722654762925,-0.27847455006499994,0.27847455006499994,0.4419075128600003,0.4419075128600003,0.4810122752833334,0.722654762925,0.0022726999999997943,-0.9414437629250001,0.9414437629250001,-0.09876179006499991,0.09876179006499991,0.85173981286,0.85173981286,0.6306484552833334,0.9414437629250001,0.00905783999999965,-0.7783427629249999,0.7783427629249999,-0.1952048100649999,0.1952048100649999,0.5791092128600006,0.5791092128600006,0.5175522619500001,0.7783427629249999,0.004028739999999864,-0.7873050629250002,0.7873050629250002,-0.2318532500649999,0.2318532500649999,0.5463088128600004,0.5463088128600004,0.5218223752833335,0.7873050629250002,0.009142999999999901,2d,0.4810122752833334,0.036539986666666746,0.036539986666666746,-0.1130961933333332,True,863.2379999999996,58,1,CNOS,16,33,0,0,14,0.8571428571428571,187.45999999999998,0,,flexible; fusion_not_best; all_models_hard
87801326,435.96414,C22H26ClNO4S,C1CCN(CC1)CCCCC(=O)C2=CC(=CC=C2)OS(=O)(=O)C3=CC=C(C=C3)Cl,-5.13206722043,-2.076228679315,3.0558385411149995,-5.674517,-1.86693,3.807445,-5.7722034,-1.8873144,3.8845937,-5.6554203,-1.8699318,3.7903986,-5.664836,-1.8790925,3.788913,-0.5424497795700001,0.5424497795700001,0.20929867931500024,0.20929867931500024,0.7516064588850004,0.7516064588850004,0.5011183059233336,0.7516064588850004,0.00014199999999986446,-0.6401361795700007,0.6401361795700007,0.18891427931500027,0.18891427931500027,0.8287551588850004,0.8287551588850004,0.5526018725900005,0.8287551588850004,0.0002953000000003314,-0.5233530795700005,0.5233530795700005,0.20629687931500018,0.20629687931500018,0.7345600588850005,0.7345600588850005,0.48807000592333377,0.7345600588850005,0.004910099999999584,-0.5327687795700005,0.5327687795700005,0.19713617931500016,0.19713617931500016,0.7330744588850004,0.7330744588850004,0.4876598059233337,0.7330744588850004,0.0031694999999998252,moe,0.4876598059233337,0.0004102000000000827,-0.013048299999999846,-0.06453186666666672,True,435.9730000000002,29,1,CClNOS,7,9,3,2,15,0.4090909090909091,63.68,0,O=C(CCCCN1CCCCC1)c1cccc(OS(=O)(=O)c2ccccc2)c1,flexible; chlorinated; all_models_hard
16419407,475.4899,C27H25NO7,COC1=C(C=C(C=C1)CCNC(=O)COC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O)OC,-5.613708735815001,-1.1238302025650002,4.489878533250001,-5.284069,-1.5191225,3.7653334,-5.4342103,-1.5311909,3.9037511,-5.29153,-1.5065314,3.7795644,-5.2966375,-1.5160995,3.781264,0.32963973581500117,0.32963973581500117,-0.3952922974349997,0.3952922974349997,-0.7245451332500008,0.7245451332500008,0.48315905550000054,0.7245451332500008,0.00038690000000007885,0.1794984358150007,0.1794984358150007,-0.4073606974349997,0.4073606974349997,-0.5861274332500006,0.5861274332500006,0.390995522166667,0.5861274332500006,0.0007316999999997797,0.322178735815001,0.322178735815001,-0.38270119743499986,0.38270119743499986,-0.7103141332500007,0.7103141332500007,0.4717313555000005,0.7103141332500007,0.005434199999999834,0.31707123581500074,0.31707123581500074,-0.3922692974349997,0.3922692974349997,-0.7086145332500005,0.7086145332500005,0.47265168883333364,0.7086145332500005,0.0007260000000002265,3d,0.390995522166667,0.0807358333333335,-0.01142770000000004,0.0807358333333335,True,475.4970000000002,35,1,CNO,8,9,4,4,31,0.18518518518518517,107.23000000000002,0,O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)NCCc1ccccc1,flexible; large_conjugated; fusion_not_best; all_models_hard
94655998,383.48396,C22H29N3O3,CCN(CC)C(=O)C1=CC=C(C=C1)CNC(=O)N[C@H](C)CC2=CC=C(C=C2)O,-5.1701631595,-0.5142951774449998,4.655867982055001,-5.676082,-0.35763642,5.3183208,-5.8134975,-0.39017177,5.420389,-5.704619,-0.35146704,5.3516445,-5.6991844,-0.34509385,5.349845,-0.5059188404999997,0.5059188404999997,0.15665875744499974,0.15665875744499974,0.6624528179449998,0.6624528179449998,0.4416768052966664,0.6624528179449998,0.00012477999999926936,-0.6433343405,0.6433343405,0.12412340744499978,0.12412340744499978,0.7645210179449995,0.7645210179449995,0.5106595886299997,0.7645210179449995,0.002936730000000054,-0.5344558404999997,0.5344558404999997,0.16282813744499974,0.16282813744499974,0.6957765179449993,0.6957765179449993,0.4643534986299996,0.6957765179449993,0.001507460000000016,-0.5290212404999997,0.5290212404999997,0.16920132744499977,0.16920132744499977,0.6939770179449996,0.6939770179449996,0.46406652862999964,0.6939770179449996,0.004245550000000264,2d,0.4416768052966664,0.022676693333333164,0.022676693333333164,-0.04630609000000013,True,383.49200000000013,28,1,CNO,6,8,2,2,19,0.36363636363636365,81.67,0,O=C(NCCc1ccccc1)NCc1ccccc1,flexible; large_conjugated; all_models_hard
